t1,t2,t3,t4,CF12_34,CF12_34_lo,CF12_34_hi,CF13_24,CF13_24_lo,CF13_24_hi,CF14_23,CF14_23_lo,CF14_23_hi,ngenes
new,chromaiodes,modoc_west,novaeboracensis,0.900482936005018,0.890449438202247,0.906871218668971,0.0620934953049747,0.0568279911780486,0.0700086430423509,0.0374235686900077,0.033275713050994,0.0423509075194468,4628
new,chromaiodes,modoc_west,laevissimus,0.287246813746706,0.27895419187554,0.29580812445981,0.524347991060533,0.515125324114088,0.533491673834988,0.188405195192761,0.179991318065834,0.196845289541919,4628
new,chromaiodes,pennsylvanicus,novaeboracensis,0.29146412337491,0.284356031902327,0.299913569576491,0.0396093769244397,0.0354364736387208,0.044295592048401,0.66892649970065,0.661408815903198,0.675669835782195,4628
new,chromaiodes,pennsylvanicus,modoc_west,0.282166157457907,0.276361279170268,0.288029448580261,0.039520736496749,0.0363007778738116,0.0427830596369922,0.678313106045344,0.672212618841832,0.684312878133103,4628
new,chromaiodes,pennsylvanicus,laevissimus,0.1376711301097,0.13180639585134,0.143474503025065,0.164899244271694,0.158167675021608,0.171564390665514,0.697429625618606,0.689930706583685,0.705056179775281,4628
new,chromaiodes,novaeboracensis,pennsylvanicus,0.29233738558157,0.285652549697494,0.299265341400173,0.668080171424961,0.661624891961971,0.674373379429559,0.0395824429934682,0.0363007700300843,0.0432152210923123,4628
new,chromaiodes,novaeboracensis,modoc_west,0.898280196025619,0.889585133967156,0.908167478788358,0.0376280260949319,0.0324114018125752,0.042350916670466,0.0640917778794488,0.0574762192143001,0.0702247191011236,4628
new,chromaiodes,novaeboracensis,laevissimus,0.284213304120712,0.27571305099395,0.292783059636992,0.508937218872822,0.499783923941227,0.518150276977036,0.206849477006466,0.198141703080877,0.215427877145177,4628
new,chromaiodes,laevissimus,novaeboracensis,0.284133473366417,0.275929127052723,0.29256698357822,0.206552795582326,0.197925627068793,0.215211754537597,0.509313731051257,0.499135695764909,0.519446845289542,4628
new,chromaiodes,laevissimus,modoc_west,0.287311859355613,0.279170267934313,0.295375972342264,0.18904462498919,0.181287774138337,0.197061365600691,0.523643515655196,0.514693171996543,0.532627369786653,4628
new,modoc_west,pennsylvanicus,chromaiodes,0.678700680639585,0.672644770959378,0.684745030250648,0.0393579029818496,0.0360847018150389,0.0427830596369922,0.281941416378565,0.276361279170268,0.287597234226448,4628
new,modoc_west,pennsylvanicus,novaeboracensis,0.106183025002941,0.0974503025064823,0.118409705792936,0.838884471329224,0.824978570652241,0.848962834917891,0.0549325036678345,0.0505617868276174,0.0594209290019293,4628
new,modoc_west,pennsylvanicus,laevissimus,0.392694868284928,0.384183232497839,0.401253327842119,0.180612060022382,0.173076885679152,0.188202247191011,0.42669307169269,0.418323159394304,0.435393258426966,4628
new,modoc_west,chromaiodes,pennsylvanicus,0.679073789974715,0.673076923076923,0.685177182368194,0.28179370138952,0.276145143443141,0.287165082108902,0.0391325086357652,0.0356525496974935,0.0427830596369922,4628
new,modoc_west,chromaiodes,novaeboracensis,0.0631955081891836,0.0570440795159896,0.0700086430423509,0.89895157214288,0.890449438202247,0.906222990492653,0.0378529196679362,0.033275713050994,0.0423508983684316,4628
new,modoc_west,chromaiodes,laevissimus,0.524353256007835,0.515125324114088,0.533491673834988,0.287726972355714,0.279602420051858,0.29580812445981,0.18791977163645,0.179991318065834,0.195980985306828,4628
new,modoc_west,novaeboracensis,pennsylvanicus,0.111120375380802,0.104148637824408,0.117977528089888,0.0557381398166413,0.0522904062229905,0.0592048401037165,0.833141484802557,0.825626620570441,0.840751763018202,4628
new,modoc_west,novaeboracensis,laevissimus,0.0422548875767427,0.0382454624027658,0.0462402765773552,0.0372502420564504,0.0334917891097666,0.0412705272255834,0.920494870366807,0.915082108902334,0.925669835782195,4628
new,modoc_west,laevissimus,novaeboracensis,0.038570842674102,0.0343560933448574,0.0423509075194468,0.925511219385655,0.920051858254105,0.930639585133967,0.0359179379402427,0.0319792636083111,0.0399740708729473,4628
new,pennsylvanicus,chromaiodes,novaeboracensis,0.0399266320665681,0.0360847018150389,0.044295592048401,0.291297717982542,0.284356031902327,0.299049329958801,0.66877564995089,0.661408815903198,0.675453759723423,4628
new,pennsylvanicus,chromaiodes,modoc_west,0.0396993661798515,0.0367329220542519,0.0427830596369922,0.28223265990651,0.276361279170268,0.288029386343993,0.678067973913638,0.67199654278306,0.68409680207433,4628
